epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
126,7402.73,0.58921,0.5203,1.23753,0.0137,0.85069,0.74055,0.78805,0.63695,0.50448,0.41109,1.25926,0.01224,0.00175,0.00175,0.00175
127,7457.56,0.59646,0.53407,1.24626,0.01276,0.85142,0.73872,0.78769,0.63685,0.50283,0.40826,1.25913,0.01218,0.001684,0.001684,0.001684
128,7512.13,0.59143,0.52318,1.23953,0.01222,0.8466,0.73594,0.78738,0.6369,0.50198,0.40704,1.2571,0.01186,0.001618,0.001618,0.001618
129,7566.87,0.59039,0.52161,1.23011,0.01311,0.85632,0.73369,0.78733,0.63628,0.50174,0.40532,1.25443,0.01221,0.001552,0.001552,0.001552
130,7621.55,0.58539,0.52031,1.23198,0.01279,0.86142,0.73081,0.78782,0.63605,0.50037,0.40587,1.25205,0.01228,0.001486,0.001486,0.001486
131,7676.39,0.59411,0.51684,1.23836,0.01348,0.86352,0.7307,0.78926,0.63777,0.49934,0.40574,1.25078,0.01193,0.00142,0.00142,0.00142
132,7731.06,0.58368,0.51687,1.22995,0.01284,0.86416,0.72844,0.78814,0.63588,0.4992,0.40688,1.25119,0.01198,0.001354,0.001354,0.001354
133,7785.87,0.5878,0.51946,1.238,0.01418,0.86489,0.7285,0.78982,0.63872,0.4979,0.40521,1.24971,0.01129,0.001288,0.001288,0.001288
134,7841.02,0.59057,0.52192,1.23128,0.01405,0.86825,0.72769,0.78839,0.638,0.49874,0.40315,1.25141,0.0116,0.001222,0.001222,0.001222
135,7895.85,0.58251,0.50827,1.23448,0.01288,0.86769,0.72698,0.78906,0.63891,0.49833,0.40138,1.25135,0.01139,0.001156,0.001156,0.001156
136,7950.93,0.57612,0.50225,1.22616,0.01252,0.86586,0.72639,0.79099,0.63969,0.49917,0.39963,1.2539,0.01163,0.00109,0.00109,0.00109
137,8005.9,0.58105,0.50876,1.22761,0.01351,0.85614,0.73091,0.7923,0.64085,0.49898,0.39792,1.25417,0.01178,0.001024,0.001024,0.001024
138,8060.98,0.58104,0.50897,1.22571,0.01356,0.83494,0.74419,0.79031,0.64044,0.4996,0.39922,1.25455,0.01199,0.000958,0.000958,0.000958
139,8116.12,0.57724,0.50045,1.22368,0.01291,0.83973,0.74084,0.7902,0.64113,0.49956,0.39938,1.25468,0.01178,0.000892,0.000892,0.000892
140,8171.06,0.57286,0.50914,1.22222,0.01334,0.8369,0.74393,0.79007,0.64097,0.49974,0.40067,1.25462,0.01195,0.000826,0.000826,0.000826
141,8236.24,0.44959,0.35356,1.16943,0.01206,0.84557,0.7401,0.79027,0.64023,0.50041,0.39976,1.25592,0.0117,0.00076,0.00076,0.00076
142,8290.42,0.44618,0.33553,1.17014,0.01258,0.84568,0.73937,0.79117,0.63978,0.50156,0.40053,1.25855,0.01154,0.000694,0.000694,0.000694
143,8344.85,0.4393,0.32598,1.15466,0.01199,0.84455,0.74153,0.79167,0.64031,0.50184,0.40067,1.2595,0.01146,0.000628,0.000628,0.000628
144,8399.02,0.43665,0.32717,1.14701,0.01165,0.84785,0.74056,0.79096,0.63977,0.50187,0.40039,1.26027,0.01151,0.000562,0.000562,0.000562
145,8453.39,0.43317,0.32666,1.14709,0.01154,0.85343,0.73537,0.78967,0.64027,0.50185,0.39938,1.2614,0.01148,0.000496,0.000496,0.000496
146,8507.82,0.43498,0.32541,1.15432,0.01213,0.85323,0.73664,0.78924,0.64073,0.50095,0.3996,1.26102,0.01158,0.00043,0.00043,0.00043
147,8562.17,0.42795,0.31715,1.13847,0.01195,0.84921,0.73787,0.78952,0.63927,0.50079,0.39997,1.26137,0.01148,0.000364,0.000364,0.000364
148,8616.25,0.42854,0.31898,1.13831,0.01193,0.8476,0.73995,0.78835,0.63948,0.50119,0.39991,1.263,0.01146,0.000298,0.000298,0.000298
149,8670.41,0.42902,0.31607,1.13819,0.01191,0.85049,0.73817,0.78819,0.63874,0.501,0.39931,1.26344,0.01173,0.000232,0.000232,0.000232
150,8724.45,0.42928,0.32152,1.14388,0.01215,0.84718,0.74243,0.78899,0.63893,0.50136,0.39985,1.26402,0.01178,0.000166,0.000166,0.000166
